Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
2021001468 - AQUISIÇÃO DE ALUGUER DE EQUIPAMENTOS AMIKA PARA APOIO AO COVID19;Ajuste Direto Regime Geral;Aquisição de serviços;"51410000-9, Serviços de instalação de equipamento médico";ESTADO-MAIOR-GENERAL DAS FORÇAS ARMADAS (600010180);Fresenius Kabi Pharma Portugal Lda. (504293753);"8.280,00 €";31-03-2021;05-03-2021;2 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc3MDY2;false;
2021001821 - AQUISIÇÃO DE REAGENTES DIVERSOS PARA O SERVIÇO DE PATOLOGIA CLINICA - APOIO COVID19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696300-8, Reagentes químicos";Estado-Maior-General das Forças Armadas (EMGFA) (600010180);"Roche Sistemas de Diagnósticos, Lda (504282921)";"16.771,56 €";31-03-2021;26-02-2021;3 dias;Portugal;"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc1NzU1;false;
2021001394 - AQUISIÇÃO DE ASPIRADOR DE SECREÇÕES PARA APOIO COVID19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";ESTADO-MAIOR-GENERAL DAS FORÇAS ARMADAS (600010180);"Dimorasept - Higiene Médica-Hospitalar, Lda. (510258786)";"6.628,88 €";31-03-2021;01-03-2021;20 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc1ODc0;false;
2021002267 - AQUISIÇÃO DE CARROS DE TRANSPORTE ROUPA SUJA PARA APOIO AO COVID19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44423000-1, Artigos diversos";Estado-Maior-General das Forças Armadas (EMGFA) (600010180);Esboço Principal Lda (510691463);"5.685,00 €";31-03-2021;09-03-2021;5 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc2NDYw;false;
2021001193 - ALUGUER DE EQUIPAMENTOS DE VENTILAÇÃO - ÂMBITO COVID19;Ajuste Direto Regime Geral;Aquisição de serviços;"51410000-9, Serviços de instalação de equipamento médico";Estado-Maior-General das Forças Armadas (EMGFA) (600010180);"Linde Saúde, Lda. (500125546)";"46.031,00 €";31-03-2021;10-03-2021;11 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc2NzE1;false;
Aquisição de Produtos de Higiene e Limpeza (COVID-19 SRAS COV2);Ajuste Direto Regime Geral;Aquisição de bens móveis;"39830000-9, Produtos de limpeza";Agrupamento de Escolas de Albufeira (600084345);"Vedrol- Vedantes e Rolamentos, Lda (501217193)";"16.256,70 €";31-03-2021;05-03-2021;302 dias;"Portugal, Faro, Albufeira";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1389641;false;
"Aquisição de produtos de higiene e desinfeção para a OCC Lisboa e Porto, bem como material Covid-19 para todas as representações da OCC";Concurso público;Aquisição de bens móveis;"39830000-9, Produtos de limpeza";Ordem dos Contabilistas Certificados (503692310);"Quartz Quality Serviços de Higiene, Lda  (506676293)";"49.511,78 €";31-03-2021;09-03-2021;180 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/ap-otoc/faces/app/pap/listaDocs.jsp?papId=3102;false;
"11U0243821- Aquisição de Luvas de Nitrilo (tamanhos S, M e L), no âmbito do Covid 19.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";Oxray Lda (508930014);"60.000,00 €";31-03-2021;30-03-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"11U0241921- Aquisição de Fatos de Proteção Total ( tamanho XXXL), no âmbito do Covid 19 para o HFF.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";Creative Nation (516047981);"27.500,00 €";31-03-2021;30-03-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Realização de testes de leitura rápida para a deteção de antigénio da COVID-19 para o SARS-CoV-2, através de uma colheita por zaragatoa. ";Ajuste Direto Regime Geral;Aquisição de serviços;"85121200-5, Serviços de medicina especializada";Serviços Municipalizados de Transportes Urbanos de Coimbra (680015965);Cruz Vermelha Portuguesa (500745749);"10.000,00 €";31-03-2021;31-03-2021;180 dias;"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de álcool/gel no âmbito das medidas extraordinárias de prevenção da Covid-19, durante o ano de 2021";Ajuste Direto Regime Geral;Aquisição de bens móveis;"39830000-9, Produtos de limpeza";Município de Valongo (501138960);HIGIENOVA (501847049);"5.000,00 €";31-03-2021;29-03-2021;270 dias;"Portugal, Porto, Valongo";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
15U0180221- Aquisição de 17 (dezassete) Macas para o SUG do HFF no âmbito do Covid 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33192160-1, Macas";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"MEDICINÁLIA CORMÉDICA, LDA. (500684324)";"32.572,00 €";31-03-2021;24-03-2021;2 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Máscaras reutilizáveis para proteção ao COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Agrupamento de Escolas de Anadia (600076261);"MANUEL PEDRO CORREIA PASSOS, LDA (505235161)";"6.000,00 €";31-03-2021;31-03-2021;305 dias;"Portugal, Aveiro, Anadia";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Construção de Balneários para a Estrutura de Apoio ao Serviço de Urgência do HDJMG da Unidade Local de Saúde do Norte Alentejano, EPE – COVID-19";Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45000000-7, Construção";"Unidade Local de Saúde do Norte Alentejano, E. P. E. (508094461)";"U.E.M. - UNIDADE DE ESTRUTURAS METALICAS,S.A. (502505729)";"23.127,00 €";31-03-2021;03-03-2021;90 dias;"Portugal, Portalegre, Portalegre";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de montras digitais para divulgação e sensibilização das medidas de segurança no âmbito da prevenção da Covid-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"48219000-6, Pacote de software para ligações diversas em rede";Município de Valongo (501138960);INOVSHOP PORTUGAL LDA (514557427);"16.540,62 €";31-03-2021;26-03-2021;1095 dias;"Portugal, Porto, Valongo";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Estudo sobre “IMPACTO DO COVID 19 NAS COOPERATIVAS (EM ESPECIAL NAS COOPERATIVAS DE SOLIDARIEDADE SOCIAL).”;Consulta Prévia;Aquisição de serviços;"73000000-2, Serviços de investigação e desenvolvimento e serviços de consultoria conexos";"CONFECOOP - Confederação Cooperativa Portuguesa, Ccrl (502032499)";CENTRO DE ESTUDOS DE ECONOMIA PUBLICA E SOCIAL (500938644);"30.000,00 €";30-03-2021;14-02-2021;100 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de viaturas;Consulta Prévia;Aquisição de bens móveis;"34114300-2, Veículos para serviços de assistência social";Centro Social e Paroquial de Covide (501429670);Confiauto - Indústria e Comércio de Automóveis S. A. (502419210);"33.338,41 €";30-03-2021;05-02-2021;90 dias;"Portugal, Braga, Terras de Bouro";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de bens necessários para a proteção e combate à COVID-19;Consulta Prévia;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";Município de Valpaços (506874320);Farmácia Pimentel Lda.  (510604331);"339,00 €";30-03-2021;25-03-2021;3 dias;"Portugal, Vila Real, Valpaços";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de bens necessários para a proteção e combate à COVID-19;Consulta Prévia;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";Município de Valpaços (506874320);"Farmácia Pimentel, Lda (510604331)";"659,00 €";30-03-2021;25-03-2021;3 dias;"Portugal, Vila Real, Valpaços";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição e fornecimento de 3.000.000 máscaras de proteção  individual para a Direção Geral da Reinserção e Serviços Prisionais, para efeitos de  prevenção à pandemia Covid-19.";Concurso público;Aquisição de bens móveis;"33100000-1, Equipamento médico";Direção-Geral de Reinserção e Serviços Prisionais (600085171);"Medirm – Fabrico e Comércio de Dispositivos Médicos, Lda (507162773)";"60.000,00 €";30-03-2021;26-03-2021;30 dias;"Portugal, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc0NzU0;false;
AD 06/2021 - Recolha de EPI's contaminados pela COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"90524100-7, Serviços de recolha de resíduos hospitalares";Comunidade Intermunicipal da Região de Coimbra (508354617);"SOMOS AMBIENTE , A.C.E. (508653479)";"19.900,00 €";30-03-2021;21-03-2021;365 dias;Portugal;"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc2NzI4;false;
"AD/108/ANEPC/2020 - 1ª Adenda ao Contrato - Locação de dois contentores a colocar na Serra da Estrela - ""Contingência COVID-19""";Ajuste Direto Regime Geral;Aquisição de serviços;"71000000-8, Serviços de arquitectura, construção, engenharia e inspecção";Autoridade Nacional de Emergência e Proteção Civil (600082490);"Servirent Unipessoal, Lda. (514121874)";"750,00 €";30-03-2021;15-03-2021;122 dias;"Portugal, Guarda";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de 1 Ecocardiógrafo Gama Premium para CRE-ECMO UCIP Geral (COVID-19) do CHUSJ, EPE";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";SIEMENS HEALTHCARE LDA (507925173);"66.757,60 €";29-03-2021;16-03-2021;30 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"11U0226521- Aquisição de Luvas de Nitrilo (tamanhos S, M e L) no âmbito do Covid 19.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";Oxray Lda (508930014);"36.000,00 €";29-03-2021;26-03-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98.1079.2021 Instalação rede gases Medicinais Arena - Covid;Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E.P.E. (510745997)";Air Liquide Medicinal S.A. (501576436);"30.489,74 €";29-03-2021;26-03-2021;30 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
040210772021 - Covid 95 - Aquisição de Mascaras;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"FACTOR PLUS, SA (502810645)";"2.254,00 €";29-03-2021;11-03-2021;20 dias;"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
PULVERIZADOR PARA UCIP COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"42924300-2, Equipamento de pulverização";"Unidade Local de Saúde do Baixo Alentejo, E. P. E. (508754275)";Manutan (504779079);"14,18 €";29-03-2021;10-03-2021;90 dias;"Portugal, Beja, Beja";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98.1443.2021 Entrega medicação Farmácia Comunitária/Domicilio Plano contingência Covid 19;Ajuste Direto Regime Geral;Aquisição de serviços;"60161000-4, Serviços de transporte de encomendas";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";Torrestir Transportes Nacionais Internacionais (501929797);"13.980,00 €";29-03-2021;29-03-2021;153 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
040210742021 - Covid 95 - Aquisição de Mascaras;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"HR PROTECÇAO, SA (505766205)";"1.288,20 €";29-03-2021;11-03-2021;20 dias;"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"98/1897/2021 Instalação de Tomadas de AR Medicinal, Contentores ( Sala de Espera) COVID 19";Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";Air Liquide Medicinal S.A. (501576436);"2.544,92 €";29-03-2021;23-03-2021;5 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98/1898/2021 Instalação de Tomadas de Oxigénio e Vácuo Gabinete 21 e 32 Piso 4 ambulatório COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";Air Liquide Medicinal S.A. (501576436);"2.159,40 €";29-03-2021;23-03-2021;5 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Material de Consumo Clínico | Seringas e Agulhas, destinadas à vacinação COVID-19.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Administração Regional de Saúde do Alentejo, I. P. (503148768)";"ENZYMATIC, S.A. (510662625)";"25.200,00 €";26-03-2021;17-02-2021;318 dias;"Portugal, Évora<BR/>Portugal, Évora, Évora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;26-03-2021;"25.200,00 €";-;-;;Não aplicável.;Não aplicável.;false;;false;
"Centro de Diagnóstico de COVID-19, no Parque de Manhufe - 2ª fase";Ajuste Direto Regime Geral;Aquisição de serviços;"51110000-6, Serviços de instalação de equipamento eléctrico";Município de Matosinhos (501305912);"CEREJO DA SILVA UNIPESSOAL, LDA, (504932632)";"54.170,00 €";26-03-2021;05-03-2021;180 dias;"Portugal, Porto, Matosinhos";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de serviços de Assessoria de Comunicação no âmbito da resposta ao COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"79000000-4, Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";Direção-Geral da Saúde (600037100);Joana Santos Capucho (243978278);"19.900,00 €";26-03-2021;10-03-2021;235 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
LUVA EXANE NITRILO NÃO ESTERIZADA SEM PÓ (VÁRIOS TAMANHOS) COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Exelmédica - Produtos Médico-Cirúrgicos, lda. (502263989)";"143.000,00 €";26-03-2021;01-03-2021;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"PROCEDIMENTO N.º 60/2021 - SERVIÇOS DE LIMPEZA DAS INSTALAÇÕES MUNICIPAIS, INCLUINDO REFORÇO COVID-19, PELO PERÍODO DE 6 MESES, PERÍODO DE TEMPO NECESSÁRIO À PREPARAÇÃO DE NOVO CONCURSO PÚBLICO (COM I";Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";Município da Maia (505387131);"MAIALIMPA LIMPEZAS MANUTENÇÃO E COMÉRCIO DE PRODUTOS CONEXOS, LDA (505092387)";"130.761,00 €";26-03-2021;24-03-2021;180 dias;"Portugal, Porto, Maia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1428117;false;
040210792021 - COVID95_AQUISIÇÃO DE MATERIAL EPI_MASCARAS *MASCARA CIRURG ALTA PROTECAO TIPO IIR C/ATILHOS EN 14683;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"Molnlycke, Lda. (511101066)";"600,00 €";26-03-2021;11-03-2021;180 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
