Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
Aquisição de tendas de campanha no âmbito do Plano de contingência Covid-19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39522530-1, Tendas";Município do Porto (501306099);FRENETIKMOVE LDA (510745989);"7.900,00 €";25-01-2021;08-01-2021;20 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDU1NjU2;false;
"Locação de dois contentores com colocação na Serra da Estrela, no âmbito da ""Contingência COVID""";Ajuste Direto Regime Geral;Aquisição de serviços;"71000000-8, Serviços de arquitectura, construção, engenharia e inspecção";Autoridade Nacional de Emergência e Proteção Civil (600082490);"Servirent Unipessoal, Lda. (514121874)";"14.975,00 €";25-01-2021;28-12-2020;122 dias;"Portugal, Guarda";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Serviço Recolha Mecanizada Contentores Resíduos, turno 6h/13h, Ambito Covid 19";Ajuste Direto Regime Geral;Aquisição de serviços;"90511000-2, Serviços de recolha de resíduos";Serviços Intermunicipalizados de Águas e Resíduos dos Municípios de Loures e Odivelas (680009671);"SUMA - Serviços Urbanos e Meio Ambiente, S.A. (503210560)";"35.100,00 €";25-01-2021;25-01-2021;42 dias;"Portugal, Lisboa, Loures";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1385768;false;
"Serviço Recolha Mecanizada Contentores Resíduos, turno 23h/06h - Ambito Covid 19";Ajuste Direto Regime Geral;Aquisição de serviços;"90511000-2, Serviços de recolha de resíduos";Serviços Intermunicipalizados de Águas e Resíduos dos Municípios de Loures e Odivelas (680009671);"RRI - Serviços Ambientais, S.A. (504982010)";"18.720,00 €";25-01-2021;25-01-2021;42 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1385770;false;
CÂMARA FLUXO LAMINAR P/PATOLOGIA CLÍNICA(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Frilabo II, Lda. (507958861)";"10.200,00 €";25-01-2021;06-01-2021;60 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de lavagem de roupa suja utilizada nos hotéis contratados na RAM, onde estão confinados os doentes com SARS-CoV-2 - ""Contingência COVID-19""";Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"SERLIMAWASH LAVANDARIA INDUSTRIAL, S.A. (511228066)";"26.000,00 €";25-01-2021;22-01-2021;181 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de recolha de resíduos COVID-19 (equiparados a RSU) em duplo saco, nos hoteis contratados na RAM para confinamento dos doentes com COVID-19 - ""Contingência COVID-19""";Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"SERLIMA AMBIENTE - LIMPEZA E CONSERVAÇÃO, S.A. (511062052)";"26.000,00 €";25-01-2021;22-01-2021;181 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
- Aquisição de Bens – Fornecimento de Gasóleo para a ZCAP – no âmbito do controlo e mitigação COVID 19 (quantidades e valores previsíveis);Ajuste Direto Regime Geral;Aquisição de bens móveis;"09134100-8, Gasóleo";Município de Mértola (503279765);Cooperativa Agrícola do Guadiana (500075280);"20.220,00 €";25-01-2021;11-01-2021;30 dias;"Portugal, Beja, Mértola";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de serviços de Testagem à COVID-19 à população do concelho de S. João da Pesqueira;Ajuste Direto Regime Geral;Aquisição de serviços;"85100000-0, Serviços de saúde";Município de São João da Pesqueira (506892646);"GSX Portugal, Lda (514779012)";"75.000,00 €";25-01-2021;22-01-2021;5 dias;"Portugal, Viseu, São João da Pesqueira";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDY4ODUw;false;
" Aquisição de Sistema administração de soros e Torneira com prolongamento, no âmbito do COVID-19, para o Hospital Prof. Dr. Fernando Fonseca, EPE., para o ano de 2021.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE (503035416)";"PMH PRODUTOS MEDIC. HOSPITAL, SA (502376899)";"20.176,00 €";25-01-2021;23-01-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de 11 Monitores de Sinais Vitais com Suporte de Parede no âmbito do COVID 19 para o Serviço de Medicina Ala Direita da Unidade Local de Saúde do Norte Alentejano, EPE – COVID-19 ";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Unidade Local de Saúde do Norte Alentejano, E. P. E. (508094461)";"Clinifar,SA (503281115)";"36.300,00 €";23-01-2021;31-12-2020;90 dias;"Portugal, Portalegre";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de 12 Monitores no âmbito do COVID 19 para o Serviço de Urgência da Unidade Local de Saúde do Norte Alentejano, EPE – COVID-19 ";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Unidade Local de Saúde do Norte Alentejano, E. P. E. (508094461)";"Clinifar,SA (503281115)";"34.200,00 €";23-01-2021;22-12-2020;90 dias;"Portugal, Portalegre";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de equipamento de proteção individual para o SMPC, no âmbito do Plano de Contingência Municipal –COVID 19 ";Ajuste Direto Regime Geral;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Município de Sintra (500051062);"Arnarvepli, Unipessoal, Lda (515982466)";"64.450,00 €";22-01-2021;21-01-2021;20 dias;"Portugal, Lisboa, Sintra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false; https://cm-sintra.pt/institucional/servicos/contratacao-publica   ;false;
21K00001 - Aquisição de Testes SARS-CoV-2 (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33141000-0, Material médico não químico descartável e produtos hematológicos";Universidade de Coimbra (501617582);"ABBOT LABORATORIOS,LDA (500006148)";"42.000,00 €";22-01-2021;22-01-2021;5 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Proposta para aquisição de EPIS no âmbito da pandemia COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35121000-8, Equipamento de segurança e protecção";Município de Cascais (505187531);"Enerre-Produções e Representações, Lda (500732680)";"214.500,00 €";22-01-2021;22-01-2021;3 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDUzMTQ2;false;
Equipamentos de proteção individual-COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Município da Amadora (505456010);"FAPIL-INDÚSTRIA, S.A. (500349096)";"54.250,00 €";22-01-2021;21-01-2021;8 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_202415!exportProcedure.action;false;
FARDAMENTO DIVERSO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Mundifato - Ribeiro & Carlos, Lda (502383542)";"8.830,90 €";22-01-2021;21-01-2021;1 dias;"Portugal, Viseu, Viseu";"Artigo 27.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de testes de despiste e diagnóstico à Covid-19;Ajuste Direto Regime Geral;Aquisição de serviços;"85145000-7, Serviços prestados por laboratórios médicos";Município de Tomar (506738914);"GSX Portugal, Lda (514779012)";"35.000,00 €";22-01-2021;22-01-2021;5 dias;"Portugal, Santarém, Tomar";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;01-02-2021;"35.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de máscaras sociais - Medidas de Prevenção Covid-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33191000-5, Aparelhos para esterilização, desinfecção e higiene";Município de Sines (502563010);Sociedade Textil Vital e Marques Rodrigues Filhos SA (500269106);"20.000,00 €";22-01-2021;19-01-2021;10 dias;"Portugal, Setúbal, Sines";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98.972.2021 Manutenção de Elevadores CHUA Sta. Maria - Covid;Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"Thyssenkrupp Elevadores, SA (501445226)";"9.776,00 €";22-01-2021;20-01-2021;183 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
MASCARA IRRECUPERAVEL 3 CAMADAS COM ELASTICO TIPO II (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Visipapel, Lda. (502020733)";"44.000,00 €";22-01-2021;27-10-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Luvas de Nitrilo (tamanhos S, M e L), no âmbito do COVID-19, para o Hospital Prof. Dr. Fernando Fonseca, EPE., para o 1º trimestre do ano de 2021";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"Phenomenon Vanilla, Lda (515705942)";"540.000,00 €";22-01-2021;20-01-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
BATA IRRECUPERAVEL ESTERIL.REFORÇADA C/PUNHO S.O.(2 TOALHETES)TAMANHO XL (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";ANASTÁCIO SALDANHA UNIP. LDA. (505804441);"1.279,60 €";22-01-2021;29-10-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
SERINGA IRRECUPERAVEL PARA INSULINA 3 PEÇAS U 100 1CC(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"B. BRAUN MEDICAL, LDA. (501506543)";"243,00 €";22-01-2021;30-12-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
FATO INTEGRAL IRRECUPERAVEL TIPO MACACÃO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";HR Protecção S.A. (505766205);"3.562,50 €";22-01-2021;09-11-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
MASCARA CIRURGICA COM VISEIRA DE PROTEÇÃO OCULAR(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Petratex Confecções, S.A. (502170344)";"4.500,00 €";22-01-2021;21-10-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
SACO PLASTICO C/ ZIP (16X23)(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"18930000-7, Sacas e sacos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Visipapel, Lda. (502020733)";"492,00 €";22-01-2021;30-09-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
FARDAMENTO PARA TECNICOS DO S.I.E. (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"18110000-3, Vestuário profissional";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Mundifato - Ribeiro & Carlos, Lda (502383542)";"1.219,20 €";22-01-2021;21-10-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
MATERIAL A UTILIZAR NO NOVO LABORATÓRIO PARA COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Sarstedt, S.A. (503019461)";"1.468,80 €";22-01-2021;04-11-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
MASCARA CIRURGICA COM VISEIRA DE PROTEÇÃO OCULAR (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Petratex Confecções, S.A. (502170344)";"450,00 €";22-01-2021;02-11-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"ADCM/21/20/DCP Aluguer de tendas para colocar nas escolas do concelho, no âmbito do desconfinamento - COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"39300000-5, Equipamento diverso";Município de Braga (506901173);"Estevão Guimarães, Unipessoal, Lda (514060255)";"206.100,00 €";22-01-2021;16-12-2020;245 dias;"Portugal, Braga, Braga";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
LUVA EXAME NITRILO NÃO ESTERILIZADA SEM PO TAMANHO L (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Visipapel, Lda. (502020733)";"3.060,00 €";22-01-2021;28-10-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de serviços de aluguer operacional de viaturas - Covid19;Ajuste Direto Regime Geral;Locação de bens móveis;"34110000-1, Automóveis de passageiros";Município de Cascais (505187531);"Caetano Auto, S.A. (505955342)";"82.585,32 €";22-01-2021;21-01-2021;365 dias;"Portugal, Lisboa, Cascais";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDYxMDU3;false;
TENSOR PLASTICO PARA AJUSTAMENTO DE MASCARAS (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"Petratex Confecções, S.A. (502170344)";"400,00 €";22-01-2021;23-10-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
CIRCUITO NEO/PEDIATRICO DUPLO COM CAMARA (BC8010) (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"MEDICINALIA CORMEDICA - COMER. PROD. MED. HOSP.,LD (500684324)";"3.479,40 €";22-01-2021;12-01-2021;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
FATO INTEGRAL IRRECUPERAVEL TIPO MACACÃO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";HR Protecção S.A. (505766205);"3.800,00 €";22-01-2021;26-10-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição adicional, no âmbito da pandemia do COVID 19,  de 50 licenças jabber UCL Enhanced Plus e respetiva instalação e manutenção - NPD n.º 5493004825. ";Ajuste Direto Regime Geral;Locação de bens móveis<br/>Aquisição de serviços;"48000000-8, Pacotes de software e sistemas de informação";"INFARMED - Autoridade Nacional do Medicamento e Produtos de Saúde, I. P. (600037002)";"WARPCOM SERVICES, S.A. (505134195)";"10.192,75 €";22-01-2021;21-01-2021;485 dias;"Portugal, Lisboa, Lisboa";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
